shop_name,shop_adr
プーケットカフェ,長崎県佐世保市下京町1-12
ウートゥルメール,						長崎県長崎市出来大工町３９　ミレニュー1F
Asian bistro 333 (バーバーバー)　,						熊本県熊本市中央区草葉町4-5草葉マンション1Ｆ
Raku-zou　（ラクゾウ）,						大分県大分市中央町４‐１‐３０芦刈ビル２階
アンサナー,宮崎県宮崎市まなび野3-13-1
タイキッチン・チャイヨー,宮崎県宮崎市船塚3-155
A.Dining TRISARA　(アジアンダイニングトリサラ),						宮崎県宮崎市橘通西２-7-7-1F
創作料理　魚や,						宮崎県都城市広原町９－１１
ベトナム料理 コムゴン,奈良県奈良市東向南町19吉田ビル2F
RAHOTSU,奈良県奈良市高畑町1073-2
マーイタイ,奈良県大和高田市北本町5-13
タイ料理亜路居亭,奈良県橿原市四条町862-2セジュール医大前１階
Deep Asia Dining 草津店,						滋賀県草津市野村２丁目22-13 サントリービル1Ｆ
タイ料理レストラン ラナハーン 守山店,滋賀県守山市勝部1-19-16守山ＳＫビル１Ｆ
チェンライ,三重県志摩市阿児町鵜方4033-1
BANTHAI,静岡県浜松市東区西塚町304-4
咲爛慕,岐阜県高山市国府町広瀬町977
モンナリッサの森,福井県福井市中央1-6-6ヴィラサンタマリア1Ｆ
タイ料理マイタイ,富山県富山市常盤町4-16
ティーヌン 片町店,石川県金沢市片町2-1-12
泰苑,青森県青森市栄町2-9-18
タイラーメンティーヌーン八戸店,青森県八戸市類家4-11-17
グローバルキッチン,青森県三沢市字古間木山140-9
グローバルキッチン　居酒屋　サイゴン,						青森県青森市古川１-２０－４
無国籍居酒屋　BON,						青森県八戸市長横町18
ダイニングバー善(DiningBar),石川県金沢市神宮寺2-10-11
アロイ,石川県金沢市入江2-173
カフェ スーア,京都府京都市上京区一条通浄福寺西入ル泰童町288
チャアームビーチカフェ,兵庫県神戸市中央区東川崎町1-6-1神戸ハーバーランド・モザイク２Ｆ
アジアン食堂　蓮華堂,						大阪府大阪市中央区西心斎橋２－８－３　ラフィーヌ西心斎橋１Ｆ
？　はてな,						大阪府大阪市中央区東心斎橋１‐１７‐２
Ｆａａ Ｔｈａｉ,						大阪府大阪市中央区淡路町２-1-10 ユニ船場101号
スバカマナ 西尾店,愛知県西尾市住崎1-6
kuk kik NOODLES,愛知県幡豆郡吉良町大字宮迫字大迫86-3アンコールミュージアム内
ホンハ,愛知県名古屋市昭和区花見通1-44-5
スコンター,愛知県名古屋市中区栄4-7-24栄デザインビル２Ｆ
MANDALAY,愛知県名古屋市昭和区前山町1-21-1
トラン,愛知県岡崎市石神町1-2
エイジアン キュイジーヌ ダラット,愛知県名古屋市中区栄5-26-1
ホットウェーブ,愛知県名古屋市中区新栄1-6-3
MENAM,愛知県岡崎市石神町1-2愛石ビル１F
サイゴン ミックス,愛知県名古屋市中区大須3-42-6ともしびアパート101
Annam blue 名駅店,愛知県名古屋市中村区名駅4-25-16第２日東伸銅ビル１Ｆ
コカ・レストラン,愛知県名古屋市中区錦3-24-4サンシャイン栄６Ｆ
タイ料理専門店 ネオタイ,大阪府大阪市福島区福島1-4-39
タイ料理レストラン ブッサリン,大阪府大阪市中央区南船場1-7-13
ベトナム料理 サイゴンオペラ　ブリーゼブリーゼ,大阪府大阪市北区梅田2-4-9ブリーゼブリーゼ５Ｆ
アン ナン ブルー ブンカフェ,愛知県名古屋市東区泉3-19-3第三万景ビル１Ｆ
アンナン ブルー 本店,愛知県名古屋市千種区吹上1-1-1青柳ビル１Ｆ
スバカマナ 岡崎店,愛知県岡崎市材木町1-18第１高木ビル１Ｆ
スバカマナ 刈谷店,愛知県刈谷市恩田町6-69-1
バーン・ヌー,愛知県岡崎市唐沢町1-19杉浦ビル1F
ベトナム フロッグ 福島店,大阪府大阪市福島区福島6-1-39
ベトナム食堂 anh,大阪府大阪市西区南堀江4-20-6
居酒屋あきの庵,						大阪府大阪市城東区諏訪３－９－２
Rivers BAR Condo,						大阪府大阪市中央区北浜１-1-12 Y'sピア北浜　7F
hua huo,						大阪府岸和田市土生町９－１１－８
タイキュイジーヌ　ショントン,						大阪府高槻市北園町18-1 コーケンビル２Ｆ
マンゴツリーキッチン　”カオマンガイ”,						大阪府大阪市北区大深町4-1 グランフロント大阪　うめきた広場B１階
みうらや　タイ食堂,						大阪府大阪市北区角田町9-25
麦酒食堂 BEER & BEAR,大阪府大阪市中央区博労町3-4-9
ティップサイヤム,大阪府大阪市北区堂山町8-21石本ビルＢ１Ｆ
マダムフォン,大阪府大阪市北区曾根崎新地1-10-16永楽ビルＢ１Ｆ
メサイ,大阪府大阪市北区天神橋1-12-20
マルム,大阪府大阪市天王寺区堂ヶ芝1-8-8
コカ,大阪府大阪市浪速区大国2-6-2ベル・ソーレダイワ１Ｆ
ヌンディアウ,大阪府大阪市北区天神橋5-7-12天五共栄ビル１０４
アジア味市場 BAKU ヨドバシ梅田店 ヨドバシ梅田店,大阪府大阪市北区大深町1-1ヨドバシカメラマルチメディア梅田8F
ランナ タイ,大阪府大阪市中央区心斎橋筋1-2-24玉置ビル２Ｆ
ファンサパロット,大阪府大阪市中央区日本橋1-17-23
THE RACHA SUKI THAI,大阪府大阪市北区曾根崎2-5-30ボン・ヌーボービル７Ｆ
サバーイ,大阪府松原市岡2-4-15
PHO4U,大阪府大阪市中央区難波5NAMBAなんなん地下街階段番号E8すぐ
LITTLE　HANOI,大阪府大阪市中央区瓦町1-7-15レガーロ堺筋本町1F
沖縄＆アジアンダイニングバー,大阪府大阪市天王寺区東上町4-18真和ビル1F
アジアンキッチン 阪急グランドビル店,大阪府大阪市北区角田町8-47阪急グランドビル３１Ｆ
LET CAFE,大阪府大阪市中央区玉造1-7-22
クンテープ ガァウタイ,大阪府大阪市中央区難波5なんなんタウン１１号
メコン,大阪府大阪市中央区西心斎橋1-6-21ラフェニーチェＢ１Ｆ
LuaMoi,大阪府大阪市淀川区西中島4-13-24花原第3ビル1階
炭火やきとり とりなす,大阪府門真市新橋町8-10
Neo Thai,大阪府大阪市中央区東高麗橋1-32天神ビル２Ｆ
Jai Thai（チャイタイ）,大阪府大阪市中央区宗右衛門町3-16大和産業ビル２Ｆ
中国小菜 双琉,大阪府大阪市住吉区苅田5-6-5メゾン大友1F
Quickly  アリオ八尾店,大阪府八尾市光町2-3
A151-factory！,大阪府大阪市福島区福島7-17-21ベルメゾン福島１Ｆ
BLUE LOTUS,大阪府大阪市北区梅田3-1-1アクティ大阪１６Ｆ
シィータイ,大阪府堺市堺区南花田口町1-1-21辻野ビル１Ｆ
Meo,大阪府都島区内代町1-4-3メンソン宝内代1F
Thailand Kitchen,大阪府大阪市北区堂島2-1-39日食物産ビルＢ１Ｆ
New CHAODIN,大阪府大阪市北区兎我野町5-7日宝とがの町ビル1F
ワールドスタイル,大阪府箕面市白島331112f
ぶっかけタイ飯屋 タマダー,大阪府大阪市中央区南船場1-12-27
Thai Restaurant Tomyamkun,大阪府大阪市中央区心斎橋筋2-3-13リップル宗右衛門町1F
アジアン食堂蓮華堂,大阪府大阪市東住吉区駒川5-6-12
アジアン麺茶  大阪マルビル店,大阪府大阪市北区梅田1-9-20大阪マルビルＢ２Ｆ
タイレストラン ムウァン タイ,大阪府大阪市北区兎我野町9-23聚楽ビル１０１
タイ料理カフェ CHANG THAI,大阪府大阪市北区兔我野町3-19水野ビル2F
タイズ　あべのＨｏｏｐ店,						大阪府大阪市阿倍野区阿倍野筋１-2-30　あべのHoop　B1F
Two Chefs,						大阪府大阪市淀川区十三東１-８-１２
のんびり屋,						大阪府大阪市福島区福島８-19-2　ヴィサージュ1F
Asian kitchen Cafe 百福,						大阪府大阪市西区九条１-3-12
チェディルアン 淀屋橋,						大阪府大阪市中央区北浜４-7-28
クンテープ　道頓堀本店,						大阪府大阪市中央区道頓堀１－６－１４　平松扇屋ビルＢ１Ｆ
TAWAN THAI　(タワン　タイ),						大阪府大阪市中央区南船場２－６－２１　グランビルド心斎橋１Ｆ
Chet`s Inn,						大阪府泉佐野市若宮町5－5
Cafe & Bar Sabaidee,						大阪府大阪市福島区鷺洲２-10-26
Annam blue ブン・カフェ,愛知県名古屋市千種区東山通3-26ハイネス東山１Ｆ
アン ナン ブルー 栄店,愛知県名古屋市東区東桜1-2-29
アジアンキッチン・バイトーン(Baitoong),愛知県名古屋市千種区末盛通3-30
ASIAN DINING WARUNG PHUAN,愛知県名古屋市千種区内山3-20-19
タイ国料理 パタヤ,愛知県愛知郡長久手町山越506-3
タイ国料理 ニオ,愛知県安城市東栄町3-4-7
ベトナムレストラン Cafe モッチャム2,愛知県名古屋市中区栄3-12-6インペリアルプラザＢ１Ｆ
BANGKOK タイ料理,愛知県名古屋市中区栄4-20-9六本木ビル1Ｆ
アジアン食堂グリドルズ,						大阪府大阪市北区曽根崎新地１丁目８－６　山忠ビル１号館１Ｆ
タイ料理店　ディーディー,						大阪府高槻市紺屋町8-3
ORIENTAL BUDDHA　オリエンタルブッダ,						大阪府大阪市北区小松原町１－１６ モコビル４F　
タイ式豚鍋　豚や,						大阪府吹田市昭和町７－１７
エレファントカフェ　茶屋町,						大阪府大阪市北区茶屋町２－２８ 茶屋町MDビル１～２F
バリラックス・ザ・ガーデン　南堀江,						大阪府大阪市西区南堀江１-９-１　現代オレンジビル ３Ｆ 
クワンチャイ　淀屋橋店,						大阪府大阪市中央区高麗橋２－３－５　柳湖堂ビルB1F
モンスーンカフェ 茶屋町,						大阪府大阪市北区茶屋町15-22 アーバンテラス茶屋町A棟4F
チェディルアン　北堀江本店,						大阪府大阪市西区北堀江１-17-11
高槻食材を世界へ轟かす Ethnic＆Craft beer　T’s★PHO（ティーズスターフォー）,						大阪府高槻市高槻町6-13　１F
アジアンバル　フロッグス,						大阪府大阪市北区梅田１-11-4大阪市北区梅田　大阪駅前第4ビルB1F
Lamoon,						大阪府大阪市中央区南久宝寺町２-6-4
コサムイ　バイ　チェディルアン,						大阪府大阪市北区梅田２－２２ ハービスエント３階 
クワンチャイ　梅田店,						大阪府大阪市北区梅田２-4-9 ブリーゼブリーゼ５Ｆ
Aroi Yathai,						大阪府大阪市中央区内本町２-3-8　ダイアパレスビル本町地下1F-113A
パパイヤ　タイ食堂,						大阪府枚方市南楠葉１－３－３
asiantable（アジアンテイブル）　あべのハルカスダイニング店,						大阪府大阪市阿倍野区阿倍野筋１-1-43　あべのハルカスダイニング　14Ｆ
caffe cocolo,兵庫県尼崎市南武庫之荘1-18-22ニノミヤ大井戸ビル１Ｆ
鴻華園,兵庫県神戸市中央区中山手通2-21-12
亜細亜市場,兵庫県神戸市垂水区神田町7-3
ハングリーアイ,兵庫県姫路市西二階町32
サイアム(Siam),兵庫県姫路市魚町33兵庫県姫路市魚町33シャトー・ドウ・ゴールドビル
バーンパクチー,兵庫県神戸市中央区元町通2-3-18
Cafe・イサラ,兵庫県西宮市上大市1-8-19
メコン,兵庫県神戸市東灘区向洋町中5-15マーケットシーンリバーモールウエスト２Ｆ
バーンタイ,兵庫県神戸市中央区北長狭通1-8-8しんせい堂ビル１Ｆ
龍子閣,兵庫県神戸市中央区元町通2-2-8
Saigon-Paris GARDEN 別館,兵庫県芦屋市茶屋之町11-8
ロクツボヤ,兵庫県神戸市中央区栄町通1-3-14陳ビル2・3F
ラム・ハノイ,兵庫県神戸市中央区元町通1-10-12ももの木ビル1F
LAITHAI,兵庫県明石市大道町2-12-14Ｊ．Ｔ．Ｉビル１Ｆ
BAAN SOMDET,兵庫県神戸市中央区北長狭通2-5-1タイシンサンセットビル３Ｆ
ラム ハノイ 鷹取店,兵庫県神戸市長田区浪松町2-1-15
ホアン マイ,兵庫県姫路市本町68-290イーグレ姫路１Ｆ
タン・カフェ,兵庫県神戸市中央区三ノ宮町1-8-1さんプラザＢ１Ｆ
ベトナム屋台めし　ムサク,						石川県野々市市本町６-14-43　野々市パリエ（旧第2トキオビル）1階
エスニックビアガーデン,						石川県金沢市片町２丁目３－６　エイケンビル９階
アジアンカフェ＆バル　ガルーダ,						石川県金沢市藤江北２ 387
ティエン・コム・ベトナム,富山県富山市黒瀬277-1
プラトゥータイ,						福井県福井市文京４丁目４－３－２Ｆ
アジアンキッチン　chanoma,						福井県福井市新保１丁目１４０２
ベトナム料理 トゥ・アン 藤が丘店,愛知県名古屋市名東区明が丘50
アジアンビーチリゾートスタイルダイニングバー　プルクラカフェ,						愛知県弥富市鯏浦町中六６４番地
kafe Ayam　カフェアヤム,						愛知県名古屋市千種区日和町３-32　コーポ大松1F
スバカマナ　西尾店,						愛知県西尾市山下町八幡山１７－１
Siam Garden　サイアムガーデン,						愛知県名古屋市中区錦１－１５－１７
アジアン屋台ミネマツ屋,						愛知県豊田市小坂本町１－１７
HONG HA,						愛知県名古屋市天白区八幡山734-1
Ａｎｎａｍ ｂｌｕｅ　ブンカフェ　金山,						愛知県名古屋市熱田区金山町１－4－1　ビルディング第一金山１Ｆ
メヌードス　ナゴヤ,						愛知県名古屋市東区東桜１丁目２－２９　３Ｆ
ディープジョティ　笠寺,						愛知県名古屋市南区柵下町１－２　陽明１Ｆ
サワデーすみ芳　栄店,						愛知県名古屋市中区栄３－9-30　柘植ビル２Ｆ
スコンター　金山店,						愛知県名古屋市熱田区金山町１-3-6　金山ブリッジビルB1F
ＳＵＫＨＯＮＴＨＡ　錦店,						愛知県名古屋市中区錦３－１８－１３　アミューズ錦ビル1F
Sukhontha　（スコンター）　名駅店,						愛知県名古屋市中村区名駅３‐１６‐１４
スコンター大須,						愛知県名古屋市中区大須３-45-2 ランドプール大須 2F
ニャーヴェトナム　名古屋店,						愛知県名古屋市中村区椿町１８－１０　ダイワロイネットホテル名古屋太閤通口 1F
スバカマナ　豊田店,						愛知県豊田市若宮町１－５７－１　 T-FACE B館　9F
タイ料理 ワルンプアンサタニー 大名古屋ビルヂング店 ,						愛知県名古屋市中村区名駅３-28-12　3F
ドンコーイ　モンアン　ベトナム,						愛知県岩倉市川井町白山４１
インド&ベトナム料理　スバカマナ　刈谷店,						愛知県刈谷市築地町１－１７－７
EL DADACO,						岐阜県各務原市鵜沼西町３－１４５－２
DOGCAFE　&　FACTORY　WOOF,						岐阜県岐阜市中２－１３０－１
Indian&Nepal　Restaurant prakash,						岐阜県岐阜市芋島３－６－６
地球屋 飛騨高山店,						岐阜県高山市本町３－１８
タイランド,静岡県浜松市中区小豆餅3-4-1
リトルサイゴン,静岡県浜松市三方原町194-1
Ｂａａｎ　Ｔｈａｉ,静岡県富士市今泉1694-5
アローイ・アロイ,静岡県静岡市葵区西門町2-14
アジアンダイニング HAGI,静岡県静岡市清水区谷田8-3
SAVA　SAVA　NUT,						静岡県浜松市東区笠井町１４８９－７
レストランテ　ピリピリ,						静岡県沼津市北高島町４－３５
アジア食堂 amakara,						静岡県静岡市駿河区用宗２－１７－１
サバーイ・ディール,						静岡県静岡市葵区紺屋町６－１３　松永ビル２Ｆ
レストランNORI,						静岡県伊東市湯川２－５－３
BASE ベース,						静岡県浜松市中区伝馬町312-21 カメヤビル南館2F
リゾートダイニング　コロニアルキッチン　本店,						静岡県静岡市葵区紺屋町８－３　最上ビル２Ｆ
BALI HAI（バリハイ） 焼津店,						静岡県焼津市小土１２４４－１
フォーハノイサード 三方原店,						静岡県浜松市北区根洗町803-2 B
Thailand Restaurant　ラムテテー,						静岡県静岡市葵区紺屋町3-6　平野屋ビルB1F
BISTRO CIRCUS,						静岡県浜松市中区砂山町7-1
Bangkok Cafe （バンコクカフェ）,						静岡県浜松市中区板屋町110-15東洋ビル101
パンガン,						静岡県磐田市上岡田994-13
PHOHANOI second 浜松板屋町店　（フォーハノイセカンド）,						静岡県浜松市中区板屋町104-1　D'sTower 1F
タイタイ,三重県四日市市諏訪栄町9-5
タイレストラン・イサン,三重県鈴鹿市算所1-12-25
クアタイ,三重県四日市市笹川7
タイプ,三重県志摩市阿児町鵜方4050
Phayamengrai （パヤメンライ）,三重県四日市市智積町5942
オリエンタル食堂　アジャム,						三重県松阪市宮町７５－１
アジア食堂　サイゴンカフェ　鈴鹿店,						三重県鈴鹿市三日市町狭間982-1
Mang Mii タイレストラン,						大阪府大阪市淀川区西中島３-15-3
クワンチャイ　タイ食堂茶屋町店,						大阪府大阪市北区茶屋町10-12 NU茶屋町9F
Thai Dining Nana,						大阪府大阪市中央区西心斎橋２-3-21 吉本ビル2F
アジアンビストロ　ＳＰＩＣＥ　スパイス,						大阪府大阪市阿倍野区阪南町５-１６-１０
琉球アジアンバールcyumicyumi,						大阪府大阪市天王寺区玉造元町17-13
Chao Sai Gon　チャオサイゴン　大阪肥後橋店,						大阪府大阪市西区土佐堀１‐２‐１ ＡＰAホテル大阪肥後橋駅前店３０Ｆ
Restaurant RIVE GAUCHE,						大阪府大阪市中央区伏見町３-3-3　芝川ビルＢ1Ｆ
ダイニング居酒屋　グーブ　（Gu-Bu）,						大阪府大阪市東淀川区東中島１-19-11
チャオルア,						大阪府大阪市西区南堀江１－１４－１
タイ料理　JUNO　ジュノー,						大阪府大阪市北区天神橋６丁目５－４
ベトナム　レストラン　LONGDINH (ロンディン) 道頓堀 　,						大阪府大阪市中央区道頓堀１-1-4 笑POINTビル3F
タイ料理レストラン　スウィートバジル,						大阪府大阪市北区大淀南１-11-9　2F 
タイ料理　サワッディー,						大阪府大阪市平野区背戸口５丁目６ー２０　フレンズビル１Ｆ
ベトナム料理ふぉ－の店　枚方店,						大阪府枚方市宮之下町７－２２　ＡＢＣセンター内
ベトナムカフェレストラン　ANNGON　（アンゴン）,						大阪府大阪市中央区南船場４－１１－２４　エミービル2F
ベトナムレストランカフェ　カムオーン,						大阪府大阪市中央区高麗橋２-4-6 大拓ビル1F
ベトナム料理　クアンコムイチイチ　谷9本店　,						大阪府大阪市天王寺区生玉前町1丁目-11マックスビル1F
ベトナム酒場 ビアホイ,						大阪府大阪市北区角田町2-15 城口ビルB1
ベトナム料理 フォーベト,						大阪府大阪市都島区都島本通３-28-13
ベトナム料理　ＡＬＯ<アロー>,						大阪府寝屋川市萱島本町21-11
ケーンルアン,兵庫県尼崎市東園田町5-119-7西田ビル
アジアン食堂 ノルブリンカ,兵庫県神戸市中央区栄町通2-10-3エースビル２Ｆ
コム ベトナム,兵庫県神戸市中央区三宮町1-8-1サンプラザB1
クワンチャイ　芦屋店,						兵庫県芦屋市東芦屋町3-5 芦屋清州プラザ1F
ベトナム＆アジアンフード　LOTUS　ロータス,						兵庫県神戸市中央区中山手通１-23-16-101
Borabora,						兵庫県神戸市中央区下山手通２－１３－９　中華会館２F（TUTAYAの２階）
クワンチャイ　岡本店,						兵庫県神戸市東灘区岡本１-4-3 坂井ビルB1
クワンチャイ　三宮店,						兵庫県神戸市中央区下山手通２-11-5
神戸アジアン食堂バル SALA,						兵庫県神戸市中央区元町通２－３－１６　食堂館　１Ｆ
CHADA THAI RESTAURANT,						兵庫県尼崎市武庫之荘１－２－８　三善ビル１階
クワンチャイカフェ　神戸南店,						兵庫県神戸市兵庫区中之島２-1-1　イオンモール神戸南1F
ANGSUMALIN,						兵庫県芦屋市川西町2-37 芦屋サウザンドビル206
Asian Dining　Da Lat（アジアン　ダイニング　ダラット）,						兵庫県加古川市加古川町備後60-1メゾンソレイユIII　103
プアンタイ,						兵庫県西宮市南越木岩町１２－１８－１０２
パパイヤリーフ　阪急西宮ガーデンズ店,						兵庫県西宮市高松町１４‐２ 阪急西宮ガーデンズ４F 
ロイエット,						兵庫県神戸市中央区加納町４-7-3　GOLD PLAZA
Asian Dining Ha Lang Son　ハーランソン,						兵庫県神戸市中央区元町通２-2-8
アジアンダイニング　アガン,						兵庫県加古川市加古川町大野１０７‐１
Quan An Ngon,						兵庫県神戸市灘区永手町１－４－１６
タイ国料理店　イサラ　西宮,						兵庫県西宮市上大市１－８－１６　レジデンシア甲東園1F
３３３,京都府京都市中京区下丸屋町401-10田中ビル３Ｆ
INDO ASIA DINING,京都府京都市左京区上高野車地町101備前屋ビル１Ｆ
Deep Asia Dining,京都府京都市中京区壬生淵田町10-6
ラックタイ,京都府京都市西京区桂朝日町154
タカ,京都府京都市伏見区深草大亀谷八島町8-24京都教育大学正門前
シャム,京都府京都市中京区西ノ京西鹿垣町6林ビル１Ｆ
ティエム・アン・フォーンヴィエット,京都府京都市中京区押小路東洞院西入ル118
クルーン,京都府京都市左京区田中関田町22-75
キャベツ＆コンドーム,京都府京都市中京区河原町通四条上ル米屋町378
こあの助,京都府京都市左京区田中門前町28吹上ビル２Ｆ
アジアンレストラン 福,京都府長岡京市花山3-28
スアン,京都府京都市中京区御幸町通四条上ル東側大日町416-5-2DECOスリー１Ｆ
ベトナム料理コムゴン 京都,京都府京都市中京区一蓮社町304
南国サンサン食堂,						京都府京都市左京区浄土寺西田町７５　銀閣寺道ビル2F
アオゾラ,						京都府京都市左京区田中門前町２３　K-SIDEビル2F
稲穂食堂,						京都府京都市左京区高野玉岡町33－4
佛沙羅館　（ぶっさらかん）,						京都府京都市下京区木屋町通松原上ル美濃屋町１７３‐１
タイレストラン　イーサン,						京都府京都市上京区今出川通烏丸西入ル今出川町３２５
バーン・リムナーム,						京都府京都市下京区西石垣通四条下がる斉藤町140-28
インド  アジアン  キッチン  ジーラ JEERA,						京都府城陽市平川茶屋裏６－１
タイ料理　Ｔｕｋｕ　Ｔｕｋｕ,滋賀県彦根市日夏町1711-26
タイ料理レストラン ラナハーン 瀬田店,滋賀県大津市大将軍3-24-5メゾン松尾１０２
タイ料理　チャーン,						滋賀県大津市唐崎１－９－３
ベトナムレストラン　アンデップ,						滋賀県草津市新浜町３９４－３エメラルドタウン2F
